Frequency (Hz);Trace 1: Impedance: Real (Ω);Trace 1: Impedance: Imaginary (Ω);Trace 1: Impedance: Magnitude (Ω);Trace 2: Impedance: Real (Ω);Trace 2: Impedance: Imaginary (Ω);Trace 2: Impedance: Phase (°)
2.270269;0.017445981884171114;0.00016776680079852083;0.017446788518299776;0.017445981884171114;0.00016776680079852083;0.5509597230179906
2.321139;0.017472854825939303;0.00030646421752775373;0.017475542225778726;0.017472854825939303;0.00030646421752775373;1.0048332777360733
2.373148;0.01760908645537185;0.00029999897230703095;0.017611641751300353;0.01760908645537185;0.00029999897230703095;0.9760308874939746
2.426322;0.017479670668240754;0.00019189596968421905;0.01748072397623557;0.017479670668240754;0.00019189596968421905;0.628981386660627
2.480688;0.017513868858892005;0.0003747550281073563;0.01751787783201946;0.017513868858892005;0.0003747550281073563;1.2258059890122368
2.536273;0.017600406446470856;0.00027257722115895663;0.017602517019519325;0.017600406446470856;0.00027257722115895663;0.8872679154956208
2.593102;0.01739823196351836;0.00027321868148922647;0.017400377119600213;0.01739823196351836;0.00027321868148922647;0.8996885846377194
2.651205;0.01740580020476094;0.00029783979185637604;0.017408348264831706;0.01740580020476094;0.00029783979185637604;0.9803225115413595
2.71061;0.017519716444650647;0.00036553295113161076;0.0175235292860578;0.017519716444650647;0.00036553295113161076;1.19525091970126
2.771346;0.017605901084150343;0.00034231094268182455;0.01760922853978464;0.017605901084150343;0.00034231094268182455;1.1138595712752613
2.833443;0.017465434302095528;0.0002107583694125254;0.017466705884370198;0.017465434302095528;0.0002107583694125254;0.6913643699039438
2.896931;0.01761069754999318;0.00034482511265923057;0.017614073139272934;0.01761069754999318;0.00034482511265923057;1.1217329265796125
2.961842;0.017568524861595606;0.0002828031585245292;0.017570800876424906;0.017568524861595606;0.0002828031585245292;0.9222190381549714
3.028207;0.0174859508736422;0.0003540947640047007;0.017489535758770842;0.0174859508736422;0.0003540947640047007;1.1600949329340349
3.09606;0.017613550983589566;0.0005171833053189597;0.01762114232457163;0.017613550983589566;0.0005171833053189597;1.6818816917897415
3.165432;0.017524241343425954;0.00045174501351088336;0.017530062983910567;0.017524241343425954;0.00045174501351088336;1.4766603123984754
3.23636;0.01756446111434623;0.00035455714779529984;0.01756803930461318;0.01756446111434623;0.00035455714779529984;1.1564186034992232
3.308876;0.017431915198118788;0.00034198908718725243;0.017435269542228474;0.017431915198118788;0.00034198908718725243;1.1239165515416853
3.383017;0.017633143923214478;0.0004503336347634752;0.017638893531040853;0.017633143923214478;0.0004503336347634752;1.4629614084566374
3.45882;0.017579700431259435;0.0005220589595907453;0.017587450435185656;0.017579700431259435;0.0005220589595907453;1.7009952363938592
3.53632;0.01754518447816572;0.00038586145687633807;0.01754942698314592;0.01754518447816572;0.00038586145687633807;1.2598710302871952
3.615558;0.01748909527268013;0.0005169891534058467;0.017496734873730636;0.01748909527268013;0.0005169891534058467;1.6932078295917565
3.696571;0.017664123687186638;0.00046746624408132735;0.01767030815593162;0.017664123687186638;0.00046746624408132735;1.5159310048928891
3.779399;0.017504840973568896;0.00037918227572726333;0.017508947332954147;0.017504840973568896;0.00037918227572726333;1.2409222688450903
3.864083;0.01745429780216553;0.0004534682303929498;0.017460187433205182;0.01745429780216553;0.0004534682303929498;1.4882278677845906
3.950665;0.017478284489753894;0.0005256072183420387;0.0174861857376829;0.017478284489753894;0.0005256072183420387;1.7224803889570321
4.039186;0.017547958487876807;0.0005398850849113859;0.017556261646408597;0.017547958487876807;0.0005398850849113859;1.7622210751947522
4.129691;0.017538961450009306;0.00037687071803690295;0.01754301001205398;0.017538961450009306;0.00037687071803690295;1.230961094119862
4.222224;0.01770830768316018;0.0005277572626544699;0.017716170261367282;0.01770830768316018;0.0005277572626544699;1.7070697240673267
4.316831;0.01755098529185296;0.0005379123988266643;0.01755922647680274;0.01755098529185296;0.0005379123988266643;1.755483523925151
4.413557;0.01755605879414033;0.0004688243385926164;0.017562317519159275;0.01755605879414033;0.0004688243385926164;1.5296869150370411
4.51245;0.017495750667195213;0.0004850423497551632;0.017502472896414316;0.017495750667195213;0.0004850423497551632;1.5880291971951337
4.61356;0.017625136495103385;0.000494579780680382;0.017632074342812963;0.017625136495103385;0.000494579780680382;1.6073577511689574
4.716935;0.017526833934352257;0.00047246204450367347;0.017533200738765825;0.017526833934352257;0.00047246204450367347;1.5441195620038828
4.822626;0.017459894045353575;0.0005247849993899389;0.017467778890590466;0.017459894045353575;0.0005247849993899389;1.72159785085232
4.930685;0.017521291552138635;0.000535613126198018;0.017529476292120087;0.017521291552138635;0.000535613126198018;1.7509449928800347
5.041166;0.017523887165681935;0.0005770070652488713;0.017533384115706218;0.017523887165681935;0.0005770070652488713;1.8858903480459435
5.154122;0.017544902240948256;0.00042666902098462004;0.01755008948974048;0.017544902240948256;0.00042666902098462004;1.3930836632109382
5.26961;0.017603873614255028;0.0005574058160699493;0.017612696201049202;0.017603873614255028;0.0005574058160699493;1.813597083012723
5.387684;0.017542786603289826;0.0005251269546633997;0.017550644436233075;0.017542786603289826;0.0005251269546633997;1.7145837251157603
5.508405;0.017559107210088225;0.0005185714767065216;0.017566763002665742;0.017559107210088225;0.0005185714767065216;1.6916192247472681
5.63183;0.017531304587537266;0.0006589182692942726;0.01754368301773077;0.017531304587537266;0.0006589182692942726;2.1524623776391048
5.758022;0.017645904180079656;0.0004799674619269798;0.017652430515287726;0.017645904180079656;0.0004799674619269798;1.5580573677925407
5.88704;0.01736829863889497;0.0007221673281248574;0.017383305878332;0.01736829863889497;0.0007221673281248574;2.3809654821788824
6.01895;0.017467162604025616;0.0008466805450742759;0.01748767101076865;0.017467162604025616;0.0008466805450742759;2.7751090642165113
6.153815;0.017420412793105033;0.0007158880876435338;0.017435116220897624;0.017420412793105033;0.0007158880876435338;2.35323353670454
6.291702;0.01758551533587398;0.0008352000357505852;0.017605337506789717;0.01758551533587398;0.0008352000357505852;2.719141559072158
6.432679;0.017682201592866147;0.0008227843287464152;0.0177013340520535;0.017682201592866147;0.0008227843287464152;2.664152948686321
6.576814;0.017333387949369877;0.0007611860953519711;0.017350093431308028;0.017333387949369877;0.0007611860953519711;2.514496750086061
6.724179;0.01750219127543812;0.0008209062676760627;0.01752143220579677;0.01750219127543812;0.0008209062676760627;2.685379156606274
6.874846;0.017541379994284786;0.0009318863874616542;0.017566115801253016;0.017541379994284786;0.0009318863874616542;3.0409814928163588
7.028889;0.01754004726213773;0.0009298731207167816;0.017564678248651665;0.01754004726213773;0.0009298731207167816;3.034654115686463
7.186384;0.01755815702219675;0.0008793309038123818;0.01758016213959691;0.01755815702219675;0.0008793309038123818;2.8670373327658507
7.347407;0.01748625072137581;0.0009972604774598581;0.017514665076749814;0.01748625072137581;0.0009972604774598581;3.26410669900636
7.512039;0.017491763459429932;0.0008957286190543701;0.01751468294545012;0.017491763459429932;0.0008957286190543701;2.931475696551549
7.68036;0.017533720971858614;0.0009837033017321864;0.017561293896089587;0.017533720971858614;0.0009837033017321864;3.2111280810806955
7.852452;0.017582791075586905;0.001070079194191853;0.017615323201394313;0.017582791075586905;0.001070079194191853;3.4826946976666897
8.0284;0.017633596769839235;0.0010013322873206163;0.01766200445563627;0.017633596769839235;0.0010013322873206163;3.2500780492445327
8.20829;0.017604469225946263;0.0010230413689671055;0.017634169965436625;0.017604469225946263;0.0010230413689671055;3.32586582834594
8.392211;0.0175764431069309;0.0011035024839486567;0.01761104965705507;0.0175764431069309;0.0011035024839486567;3.5924878345922817
8.580253;0.01750996427256274;0.0011640902309130762;0.017548616893992834;0.01750996427256274;0.0011640902309130762;3.8035174004146097
8.772509;0.017662309151227948;0.0012742344262068974;0.017708213854776018;0.017662309151227948;0.0012742344262068974;4.126413134625744
8.969073;0.01745771171560384;0.0012688133749056486;0.01750375918839925;0.01745771171560384;0.0012688133749056486;4.156905198415607
9.17004;0.01743811901474701;0.0013441270459321692;0.017489844833162117;0.01743811901474701;0.0013441270459321692;4.4076330426683015
9.375511;0.017543191761202045;0.0012673507527746057;0.017588910003205588;0.017543191761202045;0.0012673507527746057;4.1319688932591445
9.585586;0.01764569643896862;0.0013284227551688748;0.01769562968172312;0.01764569643896862;0.0013284227551688748;4.305282776032567
9.800368;0.01760290882972941;0.001363603594325216;0.017655645386963976;0.01760290882972941;0.001363603594325216;4.429552765732264
10.019963;0.017529356741381442;0.0013012575347786971;0.017577588541618366;0.017529356741381442;0.0013012575347786971;4.24545337411477
10.244478;0.01763626539555038;0.0013698656183575287;0.01768938633516284;0.01763626539555038;0.0013698656183575287;4.4414304158498705
10.474023;0.017658149196161998;0.001237208596322422;0.017701438307231726;0.017658149196161998;0.001237208596322422;4.007847905184192
10.708712;0.01764853682750878;0.0013446180837084942;0.017699685023835017;0.01764853682750878;0.0013446180837084942;4.35687061631918
10.94866;0.017494670534653034;0.0014170739388848009;0.017551968427054657;0.017494670534653034;0.0014170739388848009;4.630866438324722
11.193984;0.017645516202250106;0.001430332372376393;0.017703392125221058;0.017645516202250106;0.001430332372376393;4.634220969070229
11.444804;0.017660201367474652;0.0014719505619064151;0.01772143760524101;0.017660201367474652;0.0014719505619064151;4.7645023248886496
11.701245;0.01755945417650099;0.0016479040213076383;0.017636610179965987;0.01755945417650099;0.0016479040213076383;5.361340489499543
11.963432;0.017612609198519844;0.0013386384954796227;0.01766340725345384;0.017612609198519844;0.0013386384954796227;4.346383744075339
12.231494;0.01737645566747185;0.001572201916403054;0.01744743621365489;0.01737645566747185;0.001572201916403054;5.16997965292145
12.505562;0.017627992623363096;0.0014814425495556264;0.017690132728642192;0.017627992623363096;0.0014814425495556264;4.803804090634561
12.785771;0.017550692625659454;0.001752232504559277;0.01763794575313155;0.017550692625659454;0.001752232504559277;5.701423836402288
13.072259;0.017802827860284892;0.0017122877128717883;0.01788498277982363;0.017802827860284892;0.0017122877128717883;5.493846733753478
13.365166;0.017393794572499503;0.0016641267936977466;0.01747321972665072;0.017393794572499503;0.0016641267936977466;5.4650588130492315
13.664636;0.01760626367361736;0.0015991601817201553;0.017678739599635986;0.01760626367361736;0.0015991601817201553;5.189880388479331
13.970816;0.01753463818407012;0.0018546514555908577;0.017632449298607814;0.01753463818407012;0.0018546514555908577;6.037767388510633
14.283857;0.017717903971286583;0.0017061491636078052;0.017799861406882146;0.017717903971286583;0.0017061491636078052;5.500349417148486
14.603912;0.017464810131929402;0.0018822790544948198;0.01756594908860133;0.017464810131929402;0.0018822790544948198;6.151338868904547
14.931139;0.01744165900757392;0.0018425202225227288;0.017538710035429905;0.01744165900757392;0.0018425202225227288;6.030305919210203
15.265697;0.01743993551596117;0.001976480101181001;0.017551576122708988;0.01743993551596117;0.001976480101181001;6.46578313728849
15.607752;0.017631552883774108;0.0019686473118230314;0.017741116913308222;0.017631552883774108;0.0019686473118230314;6.370960455299681
15.957471;0.017588335863643004;0.0020255035115278237;0.017704581975509115;0.017588335863643004;0.0020255035115278237;6.5693427767918635
16.315026;0.01761268376225457;0.0020812049584799258;0.017735220421195425;0.01761268376225457;0.0020812049584799258;6.739112758146736
16.680593;0.017467136557539502;0.0020937701640335996;0.01759217817723349;0.017467136557539502;0.0020937701640335996;6.835380476344009
17.054351;0.0175256738219215;0.002184551228344964;0.017661299696841343;0.0175256738219215;0.002184551228344964;7.105193186841725
17.436484;0.01761233344715085;0.002120777271493467;0.017739559906855405;0.01761233344715085;0.002120777271493467;6.866174437295018
17.827179;0.017248305683982997;0.0023124598188875383;0.01740262966859002;0.017248305683982997;0.0023124598188875383;7.636043020954664
18.226628;0.017452057110995685;0.002206354149248567;0.01759097200376834;0.017452057110995685;0.002206354149248567;7.205320942236997
18.635028;0.017362623591812513;0.0022695821752598292;0.01751033127160139;0.017362623591812513;0.0022695821752598292;7.447281152877947
19.052579;0.017338032312325127;0.002275622812358614;0.01748673278938513;0.017338032312325127;0.002275622812358614;7.477350030503149
19.479485;0.017496896542118688;0.002300711434176215;0.017647511487712767;0.017496896542118688;0.002300711434176215;7.4909912736378566
19.915957;0.017645160388112223;0.0021836563939252704;0.017779764913207804;0.017645160388112223;0.0021836563939252704;7.054704471714811
20.362209;0.017463849386988462;0.0026198398240683605;0.01765926374782346;0.017463849386988462;0.0026198398240683605;8.531607603422513
20.818461;0.017590465851955814;0.0025288908031144944;0.01777131896013632;0.017590465851955814;0.0025288908031144944;8.181063875270453
21.284935;0.017593326994412288;0.0024113194273256526;0.01775780437196317;0.017593326994412288;0.0024113194273256526;7.804262452999516
21.761861;0.017423839795819924;0.0025119427712398416;0.017603978235512057;0.017423839795819924;0.0025119427712398416;8.203637320634263
22.249474;0.017478810953089077;0.0027189272676770783;0.017689019131109127;0.017478810953089077;0.0027189272676770783;8.841818142967258
22.748013;0.01757812752049885;0.0027785384110815305;0.017796371619764925;0.01757812752049885;0.0027785384110815305;8.982308791884277
23.257722;0.01753888040106966;0.0026871479334326562;0.017743536562342267;0.01753888040106966;0.0026871479334326562;8.710603966195512
23.778852;0.017467783980778282;0.003051328365088394;0.017732289248450897;0.017467783980778282;0.003051328365088394;9.908632502771622
24.311659;0.017540794307727495;0.002850897792599216;0.017770961796420934;0.017540794307727495;0.002850897792599216;9.23153700029463
24.856405;0.017502511251418697;0.002868623227273987;0.017736033923233623;0.017502511251418697;0.002868623227273987;9.307896997726793
25.413356;0.017560670353982556;0.003062390302390174;0.017825694310332353;0.017560670353982556;0.003062390302390174;9.892282624803256
25.982787;0.017357828167908214;0.003077986044293668;0.017628618686541905;0.017357828167908214;0.003077986044293668;10.05547788363176
26.564977;0.01743156210931989;0.003161488949261007;0.017715935480447437;0.01743156210931989;0.003161488949261007;10.279753509008561
27.160212;0.017586147623156207;0.0031923066320577592;0.017873539376870008;0.017586147623156207;0.0031923066320577592;10.28852574320787
27.768785;0.017438592378159427;0.003262885548910705;0.017741221103320097;0.017438592378159427;0.003262885548910705;10.59791025446882
28.390993;0.01736600100295618;0.003280694182087975;0.017673170206588883;0.01736600100295618;0.003280694182087975;10.697942830829653
29.027144;0.01743924942759611;0.0034776561471056757;0.017782618279528276;0.01743924942759611;0.0034776561471056757;11.27772595671579
29.677548;0.01757964184519565;0.0036133096094392225;0.017947139430533762;0.01757964184519565;0.0036133096094392225;11.61478379210919
30.342526;0.01756632524354843;0.003494109926728765;0.017910460260478826;0.01756632524354843;0.003494109926728765;11.249844962572523
31.022403;0.01737402771436138;0.0035853130423033814;0.017740104527051354;0.01737402771436138;0.0035853130423033814;11.659913291170923
31.717515;0.01741789438428752;0.0036524022980021858;0.01779671563319048;0.01741789438428752;0.0036524022980021858;11.842905293874855
32.428202;0.017496251141052886;0.003728924069520018;0.017889205647737414;0.017496251141052886;0.003728924069520018;12.031268981785592
33.154812;0.017434003777275046;0.003745564825930536;0.01783181829122562;0.017434003777275046;0.003745564825930536;12.125254104069423
33.897704;0.01747467974594958;0.0038808621651855945;0.017900433608398134;0.01747467974594958;0.0038808621651855945;12.521308707039719
34.657242;0.017475559776767034;0.003920513563055585;0.017909930656187942;0.017475559776767034;0.003920513563055585;12.64453043968575
35.433799;0.01729132453774526;0.004013263607382896;0.017750948962012573;0.01729132453774526;0.004013263607382896;13.066821834930678
36.227755;0.01732785170917807;0.004152007470055037;0.017818350397459864;0.01732785170917807;0.004152007470055037;13.474856097265384
37.039502;0.01737083172012693;0.004222321124469973;0.017876626928117992;0.01737083172012693;0.004222321124469973;13.661913526349192
37.869437;0.017547640161272183;0.004372611140062393;0.01808423079402854;0.017547640161272183;0.004372611140062393;13.992293273425569
38.717969;0.017336531896985592;0.004437712249965666;0.01789549184092726;0.017336531896985592;0.004437712249965666;14.357972073104067
39.585513;0.017439057931587957;0.004640168475337803;0.01804582791175843;0.017439057931587957;0.004640168475337803;14.899981402829301
40.472496;0.017334185254907316;0.004689153841788441;0.017957230916914934;0.017334185254907316;0.004689153841788441;15.13706384786781
41.379353;0.01755285717443302;0.004765017745128678;0.018188133194405518;0.01755285717443302;0.004765017745128678;15.187876603968443
42.306531;0.017536144032242455;0.0048009224952406645;0.018181452206159455;0.017536144032242455;0.0048009224952406645;15.310870825620125
43.254483;0.017354018479451453;0.005006713980248988;0.01806181447876052;0.017354018479451453;0.005006713980248988;16.09309349102484
44.223676;0.01744408462661274;0.005162345047993822;0.01819191839402797;0.01744408462661274;0.005162345047993822;16.485419626043456
45.214585;0.017367207442327115;0.005069014013529955;0.018091843394584906;0.017367207442327115;0.005069014013529955;16.271084315741614
46.227698;0.017207055313099136;0.00520707856029699;0.017977664466808745;0.017207055313099136;0.00520707856029699;16.83649722732108
47.263511;0.017164283072252123;0.005180698218235535;0.017929089419511234;0.017164283072252123;0.005180698218235535;16.795397683326538
48.322533;0.017381074832595943;0.0055302958535093285;0.01823968022098092;0.017381074832595943;0.0055302958535093285;17.649986108489003
49.405284;0.01749941303455226;0.005547209047161598;0.018357586572498277;0.01749941303455226;0.005547209047161598;17.588303034993565
50.512296;0.01743053846926479;0.0056399359744895555;0.018320276993671825;0.01743053846926479;0.0056399359744895555;17.929836393776682
51.644113;0.017254833244573924;0.005690264892617027;0.018168885074384817;0.017254833244573924;0.005690264892617027;18.25142014352533
52.801291;0.01745536067950518;0.0061740982099154395;0.01851510478385949;0.01745536067950518;0.0061740982099154395;19.47908713523883
53.984397;0.01733997373154303;0.006163151272514717;0.01840269335229227;0.01733997373154303;0.006163151272514717;19.56675207987368
55.194012;0.01731552736242428;0.0062969641664895395;0.018424962565848465;0.01731552736242428;0.0062969641664895395;19.984301111983026
56.430731;0.017394951883843147;0.006381758560736717;0.018528658703984877;0.017394951883843147;0.006381758560736717;20.146782878346123
57.695161;0.01730477452615203;0.006743366736723096;0.01857224316949635;0.01730477452615203;0.006743366736723096;21.28998908280514
58.987923;0.01736455345248479;0.006664050675932683;0.01859938945276431;0.01736455345248479;0.006664050675932683;20.99546503403987
60.309651;0.017181789568958834;0.007146890098358974;0.01860892073361602;0.017181789568958834;0.007146890098358974;22.58522290648704
61.660995;0.017366848847607787;0.007022173093068504;0.018732814893781213;0.017366848847607787;0.007022173093068504;22.01562759360135
63.042618;0.017218354065677052;0.007202146998389832;0.018663939512263566;0.017218354065677052;0.007202146998389832;22.698735396798753
64.455199;0.017354460197618087;0.007344308740600822;0.01884452598575979;0.017354460197618087;0.007344308740600822;22.93780467906795
65.899431;0.017363846065096913;0.0076316879345531335;0.018966966307314023;0.017363846065096913;0.0076316879345531335;23.726256496755198
67.376024;0.017453516220271872;0.007786819919227067;0.019111771056230364;0.017453516220271872;0.007786819919227067;24.043857850864914
68.885702;0.01736824045511698;0.007997504133048857;0.019121083883109128;0.01736824045511698;0.007997504133048857;24.72451739467342
70.429207;0.017454559658920638;0.008250775174802554;0.019306396449673302;0.017454559658920638;0.008250775174802554;25.300114359246248
72.007298;0.017495344084857554;0.00844417264231015;0.019426556984208483;0.017495344084857554;0.00844417264231015;25.76439923580732
73.620748;0.017534637322047256;0.008640990838502602;0.01954815154143272;0.017534637322047256;0.008640990838502602;26.233871744660707
75.270351;0.017474081098367827;0.008827629821841383;0.019577297017305508;0.017474081098367827;0.008827629821841383;26.802184675622424
76.956915;0.01735877515601964;0.00884251902723407;0.01948120164836454;0.01735877515601964;0.00884251902723407;26.99418588286725
78.68127;0.017392269048944163;0.009260069717674284;0.01970380455259972;0.017392269048944163;0.009260069717674284;28.031929793441027
80.444263;0.017357586209198566;0.009213512894375603;0.019651326135011495;0.017357586209198566;0.009213512894375603;27.959635899346377
82.246758;0.01734614593173303;0.009581568575343832;0.01981653943172205;0.01734614593173303;0.009581568575343832;28.91514079737653
84.089642;0.01730193146566379;0.0098296846006779;0.019899234452393662;0.01730193146566379;0.0098296846006779;29.602051772451446
85.973818;0.017541706573976253;0.010000602541206416;0.020192164834773558;0.017541706573976253;0.010000602541206416;29.68765094626946
87.900213;0.01755367443834385;0.01031911859293;0.020362114203154834;0.01755367443834385;0.01031911859293;30.449604924733997
89.869772;0.01741250851756798;0.01045580891838602;0.020310573428935438;0.01741250851756798;0.01045580891838602;30.983843218178695
91.883462;0.017338885217869738;0.010758941977788634;0.020405679922018874;0.017338885217869738;0.010758941977788634;31.81999211648024
93.942273;0.017462216423712033;0.011056777351588033;0.02066836538846622;0.017462216423712033;0.011056777351588033;32.341292604012985
96.047215;0.017535201549264783;0.011249626243267538;0.020833563881068256;0.017535201549264783;0.011249626243267538;32.682010805311585
98.199322;0.017546942327741115;0.01143435868204266;0.02094372802350807;0.017546942327741115;0.01143435868204266;33.09003292583186
100.399651;0.01741973186649363;0.011648470612074685;0.02095552256329823;0.01741973186649363;0.011648470612074685;33.77041010885108
102.649281;0.017308907231724163;0.012102601985779862;0.021120398774233305;0.017308907231724163;0.012102601985779862;34.96172168839245
104.949319;0.01746876006230428;0.012225501324875229;0.021321830614627887;0.01746876006230428;0.012225501324875229;34.98622885368067
107.300894;0.017492498465522584;0.012574741507053875;0.021543250138628886;0.017492498465522584;0.012574741507053875;35.71102840819352
109.705159;0.01759136816848251;0.012858068394893013;0.021789588267951424;0.01759136816848251;0.012858068394893013;36.16421021615268
112.163296;0.017256611219110214;0.01311795975068459;0.021676519526623767;0.017256611219110214;0.01311795975068459;37.241010957472184
114.676512;0.01739639012816222;0.013390273928986327;0.021952991262798583;0.01739639012816222;0.013390273928986327;37.58604222144147
117.246041;0.01743776440861886;0.0136999252104942;0.02217574301672053;0.01743776440861886;0.0136999252104942;38.15483862670794
119.873145;0.017556837611340217;0.014065287397995471;0.02249610758551756;0.017556837611340217;0.014065287397995471;38.699221122359695
122.559114;0.017462250848110147;0.014381915507772548;0.022622327430108335;0.017462250848110147;0.014381915507772548;39.47488089333637
125.305267;0.017468287228051483;0.014836569814297863;0.022918657520374988;0.017468287228051483;0.014836569814297863;40.34268004520087
128.112952;0.017567285809757298;0.015073725398104863;0.023147931400001417;0.017567285809757298;0.015073725398104863;40.631461084320186
130.983548;0.017249529906867428;0.015264018169331352;0.02303337866405169;0.017249529906867428;0.015264018169331352;41.50544613528685
133.918465;0.017348312205437505;0.01558785822643215;0.02332263408075255;0.017348312205437505;0.01558785822643215;41.94042479788405
136.919144;0.017533328987147583;0.016134148539668887;0.02382705131718252;0.017533328987147583;0.016134148539668887;42.620224771315556
139.987059;0.017384665532239885;0.016563410643846983;0.02401193802725122;0.017384665532239885;0.016563410643846983;43.61419943843581
143.123715;0.017549345975419052;0.01681087570480213;0.02430195642591895;0.017549345975419052;0.01681087570480213;43.76878800755469
146.330654;0.01739412673269996;0.017091156921306108;0.024385718970371513;0.01739412673269996;0.017091156921306108;44.49664195620117
149.60945;0.01740042268473822;0.017486621782379353;0.0246689410183643;0.01740042268473822;0.017486621782379353;45.14156643297815
152.961713;0.01737805937283267;0.017793434825284657;0.024871736377811468;0.01737805937283267;0.017793434825284657;45.676631871844876
156.38909;0.01728320823838373;0.018372521433541022;0.025224171558988005;0.01728320823838373;0.018372521433541022;46.74989103426684
159.893262;0.01735455222331024;0.018829471023737547;0.025607215036106024;0.01735455222331024;0.018829471023737547;47.33417565528253
